accession,ambiguous_bases,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation,gtdb_type_designation_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxid,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,checkm_qscore
GB_GCA_007122875.1,0,62.29,0.88,395,f__Halobacteriaceae (UID85),250,11.11,1678670,88.5655210327746,125,1226039,64.6850082753025,1895399,GB_GCA_007122875.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QS-1-68-20;g__QS-1-68-20;s__QS-1-68-20 sp007122875,not type material,none,f,34,34,45328,45328,none,0,none,none,none,0,none,none,none,none,none,none,none,none,15163,15163,f,f,t,20810,20810,Contig,ASM712287v1,na,PRJNA453733,SAMN10606207,125,20810,none,2019-07-18,GCA_007122875.1,derived from metagenome,full,CSSed162cmA_529R1,none,none,0,none,Salinarchaeum sp.,none,na,none,none,none,none,none,none,2019/07/18,0,2018670,none,CSSed162cmA_529R1,"Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam",2018670,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Salinarchaeum;s__,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Salinarchaeum;x__unclassified Salinarchaeum;s__Salinarchaeum sp.,0,1895399,none,none,none,1895399,0,SKSS00000000.1,1999,125,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,16,29,0,57.89
RS_GCF_000022205.1,0,99.76,0.0,417,f__Halobacteriaceae (UID96),263,0.0,3152852,85.3835371296352,3,2362214,63.971980536081,3692576,RS_GCF_000022205.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum lacusprofundi,type strain of species,LPSN,f,1,1,2735295,2735295,525943,3,2901,NC_012028.1,525943,3,115,NC_012028.1,2898,5352,0,100,CP001366.163290.166195,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum lacusprofundi ATCC 49239,1230858,1230858,t,f,f,2735295,2735295,Complete Genome,ASM2220v1,na,PRJNA224116,SAMN02598407,none,none,none,2009-02-04,GCA_000022205.1,none,full,none,none,none,3,0,Halorubrum lacusprofundi ATCC 49239,3595,representative genome,9,none,none,none,none,none,2009/02/04,0,2247,3,ATCC 49239,US DOE Joint Genome Institute (JGI-PGF),416348,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum lacusprofundi,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum lacusprofundi;x__Halorubrum lacusprofundi ATCC 49239,0,3692576,11,51,assembly from type material,3692576,0,none,3643,3,525943,3,1467,2686,0,99.727,632,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorubrum;s__,1468,NC_012028.1,1468,2712,0,100,CP001366.161307.162776,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum lacusprofundi ATCC 49239,0,20,51,0,99.76
GB_GCA_018220935.1,0,89.1,0.07,149,k__Archaea (UID2),107,0.0,798100,93.8449870361987,37,303512,35.6886100806049,850445,GB_GCA_018220935.1,t,d__Archaea;p__SpSt-1190;c__SpSt-1190;o__SpSt-1190;f__SpSt-1190;g__JAAOXX01;s__JAAOXX01 sp018220935,not type material,none,f,8,8,76983,76983,none,0,none,none,76983,1,109,JAAOXU010000015.1,none,none,none,none,none,none,22985,22985,f,f,t,31964,31964,Contig,ASM1822093v1,na,PRJNA593679,SAMN13483416,37,31964,none,2021-04-30,GCA_018220935.1,derived from metagenome,full,DPANNHV_H2.bin.121,none,none,0,0,Candidatus Altiarchaeota archaeon,none,na,2,none,none,none,none,none,2021/04/30,0,2599821,1,DPANNHV_H2.bin.121,"The Institute of Oceanology, Chinese Academy of Science",2599821,d__Archaea;p__Candidatus Altiarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Altiarchaeota;x__unclassified Candidatus Altiarchaeota;s__Candidatus Altiarchaeota archaeon,0,850445,11,44,none,850445,0,JAAOXU000000000.1,986,37,6046,1,none,none,none,none,none,none,1360,JAAOXU010000013.1,924,1251,0,91.234,FJ640802.1.922,Archaea;Euryarchaeota;Thermococci;Methanofastidiosales;uncultured;uncultured archaeon,0,20,45,0,88.75
GB_GCA_011373045.1,0,79.6,0.93,149,k__Archaea (UID2),107,100.0,521645,93.5471317796093,52,257798,46.2311792090785,557628,GB_GCA_011373045.1,t,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__SpSt-1120;g__SpSt-1120;s__SpSt-1120 sp011373045,not type material,none,f,12,12,46985,46985,none,0,none,none,46985,1,100,DRZH01000024.1,none,none,none,none,none,none,10723,10723,f,f,t,15022,15022,Contig,ASM1137304v1,na,PRJNA480137,SAMN09639030,52,15022,none,2020-03-16,GCA_011373045.1,derived from metagenome,full,SpSt-1120,none,none,0,0,Candidatus Aenigmarchaeota archaeon,none,na,1,none,none,none,none,none,2020/03/16,0,2093792,0,SpSt-1120,The University of Hong Kong,2093792,d__Archaea;p__Candidatus Aenigmarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Aenigmarchaeota;x__unclassified Aenigmarchaeota;s__Candidatus Aenigmarchaeota archaeon,0,557628,11,37,none,557628,0,DRZH00000000.1,686,52,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,19,38,0,74.94999999999999
GB_GCA_018263355.1,24,89.25,0.0,149,k__Archaea (UID2),107,0.0,1034872,88.6381778875638,60,378454,32.4157601713062,1167524,GB_GCA_018263355.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__JAGVZT01;g__JAANXH01;s__JAANXH01 sp018263355,not type material,none,f,9,9,140279,140279,none,0,none,none,140279,1,84,JAANXH010000051.1,none,none,none,none,none,none,19458,19458,f,f,t,33157,33157,Contig,ASM1826335v1,na,PRJNA593704,SAMN13565700,60,33157,none,2021-05-04,GCA_018263355.1,derived from metagenome,full,SuakinDeep_MAG79_5,none,none,0,0,Candidatus Woesearchaeota archaeon,none,na,0,none,none,none,none,none,2021/05/04,0,2026803,0,SuakinDeep_MAG79_5,KAUST,2026803,d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon,0,1167524,11,4,none,1167524,0,JAANXH000000000.1,1301,60,29536,1,none,none,none,none,none,none,1818,JAANXH010000008.1,788,728,0,84.137,AF224855.1.1053,Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;uncultured archaeon,0,8,10,0,89.25
GB_GCA_015520605.1,0,88.47,0.0,149,k__Archaea (UID2),107,0.0,774582,89.7308706390432,27,382561,44.3174920183312,863228,GB_GCA_015520605.1,t,d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__WAPT01;g__WAPT01;s__WAPT01 sp015520605,not type material,none,f,8,8,89731,89731,none,0,none,none,89731,1,109,WAPT01000024.1,none,none,none,none,none,none,31971,31971,f,f,t,39156,39156,Contig,ASM1552060v1,na,PRJNA546572,SAMN12837330,27,39156,none,2020-11-16,GCA_015520605.1,derived from metagenome,full,S144_79_esom,none,none,0,none,DPANN group archaeon,none,na,none,none,none,none,none,none,2020/11/16,0,2599936,none,S144_79_esom,Portland State University,2599936,d__Archaea;p__;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;x__unclassified DPANN group;s__DPANN group archaeon,0,863228,none,none,none,863228,0,WAPT00000000.1,933,27,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,17,29,0,88.47
GB_GCA_000016605.1,0,100.0,0.0,217,c__Thermoprotei (UID147),168,0.0,1950859,89.0186569394625,1,1013036,46.2253315853813,2191517,GB_GCA_000016605.1,t,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula,type strain of species,LPSN,t,1,1,2191517,2191517,2191517,1,3031,CP000682.1,none,0,none,none,3031,5598,0,100,CP008822.1706923.1709976,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula,2191517,2191517,f,f,t,2191517,2191517,Complete Genome,ASM1660v1,na,PRJNA17447,SAMN02598389,none,none,none,2007-04-25,GCA_000016605.1,none,full,none,none,none,1,0,Metallosphaera sedula DSM 5348,none,na,2,none,none,none,none,none,2007/04/25,0,43687,1,DSM 5348,US DOE Joint Genome Institute,399549,d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula,d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula;x__Metallosphaera sedula DSM 5348,0,2191517,11,38,none,2191517,0,none,2391,1,2191517,1,none,none,none,none,none,none,1494,CP000682.1,1494,2760,0,100,CP012174.1705278.1706785,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula,0,19,45,0,100.0
GB_GCA_017608025.1,0,76.64,5.14,149,k__Archaea (UID2),107,0.0,620937,88.6408311670514,35,234926,33.5380033891191,700509,GB_GCA_017608025.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__JAFCGM01;g__JAFCGM01;s__JAFCGM01 sp017608025,not type material,none,f,3,3,193015,193015,none,0,none,none,109003,1,100,JAFCGM010000002.1,none,none,none,none,none,none,20013,20603,f,f,t,109003,109003,Scaffold,ASM1760802v1,na,PRJNA692327,SAMN17704372,35,109003,none,2021-03-29,GCA_017608025.1,derived from metagenome,full,Meg22_810_Bin_162,none,none,0,none,Candidatus Pacearchaeota archaeon,none,na,none,34,3,109003,74894,4477,2021/03/29,1,2026773,none,Meg22_810_Bin_162,University of Texas at Austin,2026773,d__Archaea;p__;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;x__Candidatus Pacearchaeota;s__Candidatus Pacearchaeota archaeon,32,700509,none,none,none,700477,0,JAFCGM000000000.1,850,34,193015,1,none,none,none,none,none,none,933,JAFCGM010000004.1,711,542,4.04e-152,80.731,EU731055.1.1329,Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;uncultured euryarchaeote,32,18,35,0,50.94
GB_GCA_002068885.1,0,78.34,0.31,149,k__Archaea (UID2),107,100.0,816168,87.4626270679689,133,282060,30.226262963987,933162,GB_GCA_002068885.1,t,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__JAAZKV01;g__JAAZKV01;s__JAAZKV01 sp002068885,not type material,none,f,21,21,60448,60448,none,0,none,none,none,0,none,none,none,none,none,none,none,none,7016,7016,f,f,t,11542,11542,Contig,ASM206888v1,na,PRJNA321808,SAMN05004178,133,11542,none,2017-03-22,GCA_002068885.1,derived from metagenome,full,ADurb.Bin336,none,none,0,0,archaeon ADurb.Bin336,none,na,0,none,none,none,none,none,2017/03/22,0,1866922,0,ADurb.Bin336,University of Illinois,1866922,d__Archaea;p__;c__;o__;f__;g__;s__,d__Archaea;x__unclassified Archaea;s__archaeon ADurb.Bin336,0,933162,11,25,none,933162,0,MWBC00000000.1,1035,133,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,19,36,0,76.79
GB_GCA_016180285.1,11,84.35,0.93,149,k__Archaea (UID2),107,0.0,1220246,91.8487150170225,54,502435,37.8222837828682,1328539,GB_GCA_016180285.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__JACPBO01;g__JACPBO01;s__JACPBO01 sp016180285,not type material,none,f,13,12,97128,137510,44395,1,3568,JACPBO010000017.1,33938,1,100,JACPBO010000006.1,1965,1288,0,78.88,CEQE01094627.45822.48743,Archaea;Nanoarchaeota;Woesearchaeia;marine metagenome,24600,26049,f,f,t,37733,37733,Scaffold,ASM1618028v1,na,PRJNA640378,SAMN15434578,54,37733,none,2020-12-21,GCA_016180285.1,derived from metagenome,full,NC_groundwater_259_Ag_S-0.2um_38_10,none,none,0,0,Candidatus Woesearchaeota archaeon,none,na,3,51,12,37733,22530,12663,2020/12/21,3,2026803,1,NC_groundwater_259_Ag_S-0.2um_38_10,Innovative Genomics Institute,2026803,d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon,118,1328539,11,40,none,1328421,0,JACPBO000000000.1,1581,51,44395,1,none,none,none,none,none,none,1612,JACPBO010000017.1,1123,1098,0,84.506,AY454677.1.1133,Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;uncultured crenarchaeote,118,15,21,0,79.69999999999999
GB_GCA_003663585.1,0,67.46,0.96,188,p__Euryarchaeota (UID3),125,50.0,972270,90.4717461315924,211,448518,41.7355329604426,1074667,GB_GCA_003663585.1,t,d__Archaea;p__Thermoplasmatota;c__B47-G6;o__B47-G6B;f__47-G6;g__B47-G6;s__B47-G6 sp003663585,not type material,none,f,63,63,27386,27386,none,0,none,none,none,0,none,none,none,none,none,none,none,none,5093,5093,f,f,t,5336,5336,Contig,ASM366358v1,na,PRJNA362212,SAMN09214945,211,5336,none,2018-10-15,GCA_003663585.1,derived from metagenome,full,B1_G16,none,none,0,0,Thermoplasmata archaeon,none,na,0,none,none,none,none,none,2018/10/15,0,1906666,0,B1_G16,The University of Texas at Austin,1906666,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon,0,1074667,11,22,none,1074667,0,QMTU00000000.1,1287,211,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,13,21,0,62.66
RS_GCF_000234805.1,0,100.0,0.0,174,k__Archaea (UID146),136,0.0,2231212,90.4066982931735,1,1405925,56.9668132377515,2467972,RS_GCF_000234805.1,t,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum ferrireducens,type strain of species,LPSN,f,1,1,2467972,2467972,2467972,1,3014,NC_016645.1,none,0,none,none,3014,5566,0,100,CP003098.130877.133903,Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum ferrireducens,2467972,2467972,f,f,t,2467972,2467972,Complete Genome,ASM23480v1,na,PRJNA224116,SAMN02603094,none,none,none,2011-11-10,GCA_000234805.1,none,full,none,none,none,1,0,Pyrobaculum ferrireducens,none,representative genome,3,none,none,none,none,none,2011/11/10,0,1104324,1,1860,Centre Bioengineering RAS,1104324,d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum ferrireducens,d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum ferrireducens,0,2467972,11,46,assembly from type material,2467972,0,none,2804,1,2467972,4,none,none,none,none,none,none,448,NC_016645.1,447,826,0,100,CP003098.127217.130816,Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum ferrireducens,0,15,29,1,100.0
GB_GCA_018920305.1,0,76.95,0.0,149,k__Archaea (UID2),107,0.0,515188,93.0636015657882,19,141138,25.4951796194636,553587,GB_GCA_018920305.1,t,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__EX4484-224;g__JAHLMO01;s__JAHLMO01 sp018920305,not type material,none,f,3,3,166942,166942,41086,1,3000,JAHLMO010000004.1,166942,1,104,JAHLMO010000001.1,2934,797,0,72.836,CP002588.801417.804363,Archaea;Halobacterota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus veneficus SNP6,29136,29136,f,f,t,62116,62116,Contig,ASM1892030v1,na,PRJNA544494,SAMN19664505,19,62116,none,2021-06-16,GCA_018920305.1,derived from metagenome,full,GMQ_1_bin_18-1,none,none,0,0,Candidatus Aenigmarchaeota archaeon,none,na,3,none,none,none,none,none,2021/06/16,0,2093792,1,GMQ_1_bin_18-1,The University of Texas at Austin,2093792,d__Archaea;p__Candidatus Aenigmarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Aenigmarchaeota;x__unclassified Aenigmarchaeota;s__Candidatus Aenigmarchaeota archaeon,0,553587,11,44,none,553587,0,JAHLMO000000000.1,660,19,39689,1,none,none,none,none,none,none,1473,JAHLMO010000005.1,1493,887,0,77.964,CP002737.1090341.1091810,Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanotorris;Methanotorris igneus Kol 5,0,20,44,0,76.95
RS_GCF_004785955.1,0,98.73,0.13,395,f__Halobacteriaceae (UID85),250,0.0,3310268,88.3861934320758,14,2563710,68.4528180171963,3745232,RS_GCF_004785955.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QS-9-68-17;g__Halostella;s__Halostella litorea,type strain of species,LPSN,f,2,2,1457689,1457689,2777,2,2473,NZ_SJER01000012.1,2777,1,114,NZ_SJER01000012.1,2479,3314,0,90.924,CP003050.1764203.1767112,Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae;Halovivax;Halovivax ruber XH-70,267515,288094,t,f,f,761778,1063755,Scaffold,ASM478595v1,na,PRJNA224116,SAMN10986238,14,761778,none,2019-04-09,GCA_004785955.1,none,full,none,none,none,0,0,Halostella litorea,none,representative genome,6,13,2,1063755,383975,104033,2019/04/09,1,2528831,3,DLLS-108,Jiangsu University,2528831,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halostella;s__Halostella litorea,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halostella;s__Halostella litorea,10,3745232,11,50,assembly from type material,3745222,0,SJER00000000.1,3880,13,2771,1,none,none,none,none,none,none,1469,NZ_SJER01000013.1,1468,2706,0,99.932,MH062944.1.1471,Archaea;Halobacterota;Halobacteria;Halobacterales;Halococcaceae;Halostella;Halostella sp.,10,20,48,0,98.08
GB_GCA_011358645.1,0,95.33,0.0,149,k__Archaea (UID2),107,0.0,886361,92.9746700009231,130,443255,46.495149663917,953336,GB_GCA_011358645.1,t,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__DTNL01;f__DTNL01;g__DTNL01;s__DTNL01 sp011358645,not type material,none,f,29,29,74552,74552,none,0,none,none,5036,1,106,DTNL01000015.1,none,none,none,none,none,none,7333,7333,f,f,t,9746,9746,Contig,ASM1135864v1,na,PRJNA480137,SAMN09640075,130,9746,none,2020-03-16,GCA_011358645.1,derived from metagenome,full,SpSt-925,none,none,0,0,Candidatus Micrarchaeota archaeon,none,na,1,none,none,none,none,none,2020/03/16,0,2250274,0,SpSt-925,The University of Hong Kong,2250274,d__Archaea;p__Candidatus Micrarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Micrarchaeota;x__unclassified Candidatus Micrarchaeota;s__Candidatus Micrarchaeota archaeon,0,953336,11,28,none,953336,0,DTNL00000000.1,1070,130,19190,1,none,none,none,none,none,none,1107,DTNL01000045.1,370,540,1.73e-151,92.973,FJ810526.1.1401,Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;uncultured archaeon,0,14,20,0,95.33
GB_GCA_003661385.1,0,90.65,2.34,149,k__Archaea (UID2),107,0.0,1578348,90.7233158096219,206,919084,52.8288742327868,1739738,GB_GCA_003661385.1,t,d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__B14-G2;g__B14-G2;s__B14-G2 sp003661385,not type material,none,f,52,52,48614,48614,16308,1,3025,QMWA01000020.1,5376,1,117,QMWA01000125.1,3039,2307,0,81.013,KX765103.1.3038,Archaea;Korarchaeota;Korarchaeia;Korarchaeales;Korarchaeaceae;Candidatus Korarchaeum;uncultured korarchaeote,8445,8445,f,f,t,9711,9711,Contig,ASM366138v1,na,PRJNA362212,SAMN09215070,206,9711,none,2018-10-15,GCA_003661385.1,derived from metagenome,full,B14_G2,none,none,0,0,Candidatus Korarchaeota archaeon,none,na,3,none,none,none,none,none,2018/10/15,0,2056630,1,B14_G2,The University of Texas at Austin,2056630,d__Archaea;p__Candidatus Korarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__TACK group;p__Candidatus Korarchaeota;s__Candidatus Korarchaeota archaeon,0,1739738,11,38,none,1739738,0,QMWA00000000.1,2046,206,5301,2,none,none,none,none,none,none,603,QMWA01000126.1,604,573,9.11e-162,83.94,DQ228612.1.1381,Archaea;Korarchaeota;Korarchaeia;Korarchaeales;Korarchaeaceae;Candidatus Korarchaeum;uncultured archaeon,0,15,31,0,78.95
GB_GCA_014189675.1,0,87.23,0.0,149,k__Archaea (UID2),107,0.0,588968,94.4285718866539,39,260474,41.7615011912435,623718,GB_GCA_014189675.1,t,d__Archaea;p__Undinarchaeota;c__Undinarchaeia;o__Undinarchaeales;f__Undinarchaeaceae;g__Undinarchaeum;s__Undinarchaeum sp014189675,not type material,none,f,9,9,54083,54083,none,0,none,none,16040,1,111,DVAE01000037.1,none,none,none,none,none,none,15992,15992,f,f,t,26172,26172,Contig,ASM1418967v1,na,PRJNA609027,SAMN14218524,39,26172,none,2020-08-14,GCA_014189675.1,derived from metagenome,full,MAG_bin71,none,none,0,0,Candidatus Undinarchaeales archaeon SRR5007147.bin71,none,na,2,none,none,none,none,none,2020/08/14,0,2756142,1,MAG_bin71,The University of Queensland,2756142,d__Archaea;p__Candidatus Undinarchaeota;c__Candidatus Undinarchaeia;o__Candidatus Undinarchaeales;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Undinarchaeota;c__Candidatus Undinarchaeia;o__Candidatus Undinarchaeales;x__unclassified Candidatus Undinarchaeales;s__Candidatus Undinarchaeales archaeon SRR5007147.bin71,0,623718,11,39,none,623718,0,DVAE00000000.1,739,39,6585,1,none,none,none,none,none,none,1147,DVAE01000034.1,1147,2097,0,99.651,CEPX01004092.27186.28636,Archaea;Euryarchaeota;Thermococci;Methanofastidiosales;uncultured;marine metagenome,0,20,39,0,87.23
GB_GCA_001871475.1,13,92.21,0.0,149,k__Archaea (UID2),107,0.0,1064269,92.1745885886562,17,542525,46.9882158119103,1154623,GB_GCA_001871475.1,t,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__CG1-02-47-40;g__CG1-02-47-40;s__CG1-02-47-40 sp001871475,not type material,none,f,3,3,274513,274513,274513,2,3534,MNVE01000016.1,274513,1,94,MNVE01000016.1,444,161,4.56e-37,73.874,KX764886.1.3038,Archaea;uncultured archaeon,67918,72163,f,f,t,205937,205937,Scaffold,ASM187147v1,na,PRJNA297582,SAMN04328173,17,205937,USA: Crystal Geyser near Green River; Utah,2016-11-09,GCA_001871475.1,derived from metagenome,full,CG1_02_47_40,groundwater filtered through a a 3.0 um filter and then through a 0.2 um filter,38.56 N 110.8 W,0,0,Candidatus Micrarchaeota archaeon CG1_02_47_40,1167,na,1,16,3,205937,99895,32863,2016/11/09,1,1805247,0,CG1_02_47_40,"Banfield Lab, University of California, Berkeley",1805247,d__Archaea;p__Candidatus Micrarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Micrarchaeota;x__unclassified Candidatus Micrarchaeota;s__Candidatus Micrarchaeota archaeon CG1_02_47_40,12,1154623,11,15,none,1154611,0,MNVE00000000.1,1200,16,274513,3,none,none,none,none,none,none,794,MNVE01000016.1,642,654,0,85.358,FJ810526.1.1401,Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;uncultured archaeon,12,8,12,0,92.21
